com_av,libelle_av,com_ap,libelle_ap
89106,Chichy,89200,Hauterive
14382,Louvières,14281,Formigny La Bataille
14415,Le Mesnil-Benoist,14658,Noues de Sienne
14624,L'Oudon,14654,Saint-Pierre-en-Auge
20118,Fozzano,2A118,Fozzano
20147,Lozzi,2B147,Lozzi
23161,Rimondeix,23149,Parsac-Rimondeix
36245,Villers-les-Ormes,36202,Saint-Maur
39033,Azans,39198,Dole
50333,Les Moitiers-en-Bauptois,50400,Picauville
52188,Ériseul,52450,Saint-Loup-sur-Aujon
52335,Montot-sur-Rognon,52335,Montot-sur-Rognon
55314,Malaumont,55114,Chonville-Malaumont
61128,Courcerault,61050,Cour-Maugis sur Huisne
65434,Soulan,65388,Saint-Lary-Soulan
67484,Stundwiller,67484,Stundwiller
68233,Niederbruck,68201,Masevaux-Niederbruck
72258,Roullée,72137,Villeneuve-en-Perseigne
78091,Bouffémont,95091,Bouffémont
78174,Corbeil-Essonnes,91174,Corbeil-Essonnes
78288,Groslay,95288,Groslay
78357,Maincourt-sur-Yvette,78193,Dampierre-en-Yvelines
78580,Saint-Witz,95580,Saint-Witz
78599,Soisy-sur-École,91599,Soisy-sur-École
79036,Bilazais,79196,Oiron
79330,Tillou,79083,Chef-Boutonne
80398,Guibermesnil,80456,Lafresguimont-Saint-Martin
85219,Saint-Germain-l'Aiguiller,85154,Mouilleron-Saint-Germain
86277,Varennes,86281,Saint-Martin-la-Pallu
04215,Taulanne,04039,Castellane
09317,Uchentein,09062,Bordes-Uchentein
12218,Saint-Cyprien-sur-Dourdou,12076,Conques-en-Rouergue
14268,Fierville-Bray,14005,Valambray
14553,Saint-Agnan-le-Malherbe,14037,Malherbe-sur-Ajon
20002,Aghione,2B002,Aghione
20165,Moncale,2B165,Moncale
20180,Novella,2B180,Novella
20252,Pruno,2B252,Pruno
22051,Dolo,22084,Jugon-les-Lacs - Commune nouvelle
27314,Haricourt,27331,Heubécourt-Haricourt
35349,Veneffles,35069,Châteaugiron
40045,Biganon,40200,Moustey
49158,L'Hôtellerie-de-Flée,49331,Segré-en-Anjou Bleu
49252,Le Puiset-Doré,49218,Montrevault-sur-Èvre
50141,Cormeray,50410,Pontorson
50531,Saint-Ovin,50531,Saint-Ovin
52314,Marmesse,52114,Châteauvillain
53111,La Haie-Traversaine,53111,La Haie-Traversaine
61250,Marchainville,61230,Longny les Villages
61340,Rabodanges,61339,Putanges-le-Lac
76277,Le Fossé,76276,Forges-les-Eaux
78044,Ballainvilliers,91044,Ballainvilliers
78159,Chevannes,91159,Chevannes
78187,Craches,78506,Prunay-sous-Ablis
78202,Drocourt,78202,Drocourt
78326,Juvisy-sur-Orge,91326,Juvisy-sur-Orge
78360,Mandres-les-Roses,94047,Mandres-les-Roses
79056,Brion-près-Thouet,79056,Brion-près-Thouet
80510,Marcheville,80222,Crécy-en-Ponthieu
05005,Antonaves,05118,Val Buëch-Méouge
14422,Le Mesnil-Mauger,14431,Mézidon Vallée d'Auge
14434,Le Molay,14370,Le Molay-Littry
15136,Mourjou,15027,Puycapel
16129,Éraville,16204,Bellevigne
20122,Gavignano,2B122,Gavignano
20234,Piobetta,2B234,Piobetta
21206,Courchamp,21158,Chaume-et-Courchamp
22125,Lescouët-Jugon,22084,Jugon-les-Lacs
27128,Cantiers,27213,Vexin-sur-Epte
27626,Theillement,27089,Thénouville
28083,Charray,28103,Cloyes-les-Trois-Rivières
28112,Coudreceau,28236,Arcisses
28288,Orlu,28183,Gommerville
33091,Cantenac,33268,Margaux-Cantenac
42144,Moingt,42147,Montbrison
48195,Les Vignes,48094,Massegros Causses Gorges
49004,Andard,49307,Loire-Authion
50053,Les Biards,50256,Isigny-le-Buat
55082,Brocourt-en-Argonne,55082,Brocourt-en-Argonne
57078,Biberkirch,57680,Troisfontaines
57327,Hoff,57630,Sarrebourg
57710,Veymerange,57672,Thionville
61109,Clairefougère,61292,Montsecret-Clairefougère
61175,Forges,61341,Écouves
68047,Bourgfelden,68297,Saint-Louis
72069,Chassé,72137,Villeneuve-en-Perseigne
73102,Doucy,73187,La Léchère
73251,Saint-Laurent-de-la-Côte,73257,Saint-Martin-de-Belleville
74132,La Frasse,74014,Arâches
75018,Charenton-le-Pont,94018,Charenton-le-Pont
76625,Saint-Nicolas-de-Bliquetuit,76401,Arelaune-en-Seine
78212,Épiais-lès-Louvres,95212,Épiais-lès-Louvres
78479,Paray-Vieille-Poste,91479,Paray-Vieille-Poste
78532,Rueil-Malmaison,92063,Rueil-Malmaison
79155,Loublande,79079,Mauléon
79317,Soulièvres,79005,Airvault
79325,Tessonnière,79005,Airvault
81153,Le Margnès,81062,Fontrieu
85180,La Pommeraie-sur-Sèvre,85090,Sèvremont
04071,Les Dourbes,04070,Digne
05143,Saint-Genis,05053,Garde-Colombe
16278,Richemont,16097,Cherves-Richemont
16328,Saint-Laurent-de-Belzagot,16230,Montmoreau
20270,Sari-d'Orcino,2A270,Sari-d'Orcino
24430,Saint-Julien-de-Bourdeilles,24064,Brantôme en Périgord
24440,Saint-Lazare,24229,Le Lardin-Saint-Lazare
27221,Épinay,27049,Mesnil-en-Ouche
28002,Allaines-Mervilliers,28199,Janville-en-Beauce
28145,Fains-la-Folie,28406,Eole-en-Beauce
39303,Louvenne,39485,Val Suran
43235,La Sauvetat,43111,Landos
46287,Saint-Paul-de-Loubressac,46103,Saint-Paul-Flaugnac
46300,Saux,46033,Porte-du-Quercy
48120,Prinsuéjols,48087,Prinsuéjols-Malbouzon
49172,Landemont,49069,Orée d'Anjou
49191,Martigné-Briand,49086,Terranjou
49198,Meigné,49125,Doué-en-Anjou
49213,Montpollin,49018,Baugé-en-Anjou
49251,Pruillé,49200,Longuenée-en-Anjou
49320,Saint-Sauveur-de-Landemont,49069,Orée d'Anjou
50113,Chalandrey,50256,Isigny-le-Buat
50440,Rouffigny,50639,Villedieu-les-Poêles-Rouffigny
52016,Arbot,52016,Arbot
52154,Crenay,52205,Foulain
54347,Manoncourt-sur-Seille,54059,Belleau
55308,Loxéville,55179,Erneville-aux-Bois
55499,Spada,55274,Lamorville
61495,Tubœuf,61432,Saint-Michel-Tubœuf
71049,Bourgneuf-Val-d'Or,71294,Mercurey
75007,Bagneux,92007,Bagneux
75029,Drancy,93029,Drancy
78661,Villebon-sur-Yvette,91661,Villebon-sur-Yvette
83024,Brovès,83124,Seillans
85263,Saint-Philbert-du-Pont-Charrault,85051,Chantonnay
88207,Girovillers-sous-Montfort,88146,Domjulien
89372,Saint-Vinnemer,89407,Tanlay
09278,Saleix,09030,Auzat
14144,Caumont-sur-Orne,14689,Le Hom
14372,Livry,14143,Caumont-sur-Aure
20075,Casevecchie,2B075,Casevecchie
20331,Urbalacone,2A331,Urbalacone
20356,Zalana,2B356,Zalana
27356,Jonquerets-de-Livet,27049,Mesnil-en-Ouche
29223,Pouldavid-sur-Mer,29046,Douarnenez
32259,Monbert,32065,Le Brouilh-Monbert
35254,Saint-Aubin-du-Pavail,35069,Châteaugiron
39036,La Balme-d'Épy,39209,Val-d'Épy
39374,Moutaine,39436,Pont-d'Héry
42291,Saint-Thurin,42245,Vêtre-sur-Anzon
47227,Ruffiac,47227,Ruffiac
49033,La Boissière-sur-Èvre,49218,Montrevault-sur-Èvre
49072,La Chapelle-du-Genêt,49023,Beaupréau-en-Mauges
49282,Saint-Georges-sur-Layon,49125,Doué-en-Anjou
50067,La Boulouze,50531,Saint-Ovin
52266,Laneuville-à-Rémy,52266,Laneuville-à-Rémy
55386,Nonsard,55386,Nonsard-Lamarche
57435,Malancourt-la-Montagne,57019,Amnéville
60532,Ressons-l'Abbaye,60196,La Drenne
61201,La Haute-Chapelle,61145,Domfront en Poiraie
61311,Normandel,61429,Charencey
61468,Sentilly,61194,Monts-sur-Orne
70346,Mignafans,70487,Senargent-Mignafans
71560,Varenne-sur-le-Doubs,71101,Charette-Varennes
74214,Pontchy,74042,Bonneville
77166,Écuelles,77316,Orvanne
77375,Préaux,77261,Lorrez-le-Bocage-Préaux
78625,Us,95625,Us
79277,Saint-Martin-de-Sanzay,79277,Saint-Martin-de-Sanzay
86208,Le Rochereau,86053,Champigny en Rochereau
86240,Saint-Rémy-en-Montmorillon,86120,Lathus
89275,Neuilly,89196,Valravillon
08068,Blaise,08490,Vouziers
08079,Boutancourt,08173,Flize
08414,Servion,08370,Rouvroy-sur-Audry
09112,Engraviès,09107,Dun
12087,Cruéjouls,12177,Palmas d'Aveyron
14008,Amblie,14355,Ponts sur Seulles
15160,Reilhac,15160,Reilhac
16043,Bignac,16148,Genac-Bignac
20053,Campi,2B053,Campi
20105,Erbajolo,2B105,Erbajolo
22191,Plessala,22046,Le Mené
24332,Ponchapt,24335,Port-Sainte-Foy-et-Ponchapt
25291,Granges-de-Vienney,25417,Naisey-les-Granges
25352,Luisans,25288,Fournets-Luisans
26297,Saint-Bonnet-de-Valclérieux,26210,Valherbasse
27636,Le Thuit-Anger,27638,Le Thuit de l'Oison
41202,Saint-Avit,41248,Couëtron-au-Perche
42114,Jeansagnière,42039,Chalmazel-Jeansagnière
49150,Genneteil,49228,Noyant-Villages
49314,Saint-Quentin-en-Mauges,49218,Montrevault-sur-Èvre
50555,Sainte-Suzanne-en-Bauptois,50273,Montsenelle
53050,Chammes,53255,Sainte-Suzanne-et-Chammes
55130,Cousancelles,55132,Cousances-les-Forges
55480,Senard,55517,Seuil-d'Argonne
56095,Keryado,56121,Lorient
56150,Noyalo,56251,Theix-Noyalo
60096,Boutavent,60245,Formerie
67457,Schwabwiller,67339,Betschdorf
70382,Neuvelle-lès-Champlitte,70122,Champlitte
72206,Montfort-le-Rotrou,72241,Montfort-le-Gesnois
73127,Gresin,73236,Saint-Genix-les-Villages
78035,Authon-la-Plaine,91035,Authon-la-Plaine
78316,Jagny-sous-Bois,95316,Jagny-sous-Bois
78508,Puiselet-le-Marais,91508,Puiselet-le-Marais
80257,Dreuil-lès-Molliens,80554,Molliens-Dreuil
85230,Saint-Hilaire-du-Bois,85040,La Caillère-Saint-Hilaire
89054,Brannay-Saint-Sérotin,89054,Brannay
02300,Fargniers,02738,Tergnier
14247,Escures-sur-Favières,14735,Vendeuvre
20041,Bonifacio,2A041,Bonifacio
20048,Calcatoggio,2A048,Calcatoggio
20225,Pietra-di-Verde,2B225,Pietra-di-Verde
25118,Champvans-les-Baume,25047,Baume-les-Dames
27452,Perriers-la-Campagne,27425,Nassandres sur Risle
27513,Saint-Aubin-des-Hayes,27049,Mesnil-en-Ouche
27573,Saint-Nicolas-d'Attez,27578,Sainte-Marie-d'Attez
39515,Sézéria,39397,Orgelet
44017,Bonnœuvre,44180,Vallons-de-l'Erdre
47243,Saint-Gayrand,47112,Grateloup
50309,Le Mesnil-Drey,50188,Folligny
51297,Hurlus,51659,Wargemoulin-Hurlus
62884,Westbécourt,62008,Acquin-Westbécourt
63266,Orsonnette,63255,Nonette-Orsonnette
65480,Vizos,65399,Saligos
70241,Les Fontenis,70447,Rioz
73295,Thyl,73261,Saint-Michel-de-Maurienne
75025,Colombes,92025,Colombes
76102,Bléville,76351,Le Havre
78512,La Queue-en-Brie,94060,La Queue-en-Brie
78607,Taverny,95607,Taverny
79262,Saint-Jouin-sous-Châtillon,79079,Mauléon
81260,Saint-Lieux-Lafenasse,81233,Terre-de-Bancalié
89421,Trévilly,89197,Guillon-Terre-Plaine
04038,Carniol,04208,Simiane-la-Rotonde
08495,Wadimont,08113,Chaumont-Porcien
14653,Saint-Pierre-la-Vieille,14174,Condé-en-Normandie
17103,Chervettes,17457,La Devise
20101,Croce,2B101,Croce
20289,Soveria,2B289,Soveria
20299,San-Gavino-d'Ampugnani,2B299,San-Gavino-d'Ampugnani
20323,Tavaco,2A323,Tavaco
24358,Rouquette,24167,Eymet
27223,Épreville-en-Roumois,27085,Flancourt-Crescy-en-Roumois
27305,La Guéroulde,27112,Breteuil
28361,Bleury-Saint-Symphorien,28015,Auneau-Bleury-Saint-Symphorien
33338,Prignac-en-Médoc,33055,Blaignan-Prignac
37164,Négron,37163,Nazelles-Négron
41117,Longpré,41199,Saint-Amand-Longpré
47209,Pont-du-Casse,47209,Pont-du-Casse
48060,Fau-de-Peyre,48009,Peyre en Aubrac
49153,Valanjou,49092,Chemillé-en-Anjou
49380,Vaulandry,49018,Baugé-en-Anjou
50293,Martigny,50391,Grandparigny
50463,Saint-Denis-le-Gast,50463,Saint-Denis-le-Gast
50614,Le Valdécie,50082,Bricquebec-en-Cotentin
50627,Vergoncey,50487,Saint-James
51541,Soilly,51217,Dormans
52435,Rosoy-sur-Amance,52242,Haute-Amance
52503,Valleroy,52503,Valleroy
53239,Saint-Martin-de-Connée,53249,Vimartin-sur-Orthe
55517,Seuil-d'Argonne,55517,Seuil-d'Argonne
55576,Wadonville-en-Woëvre,55457,Saint-Hilaire-en-Woëvre
61083,Chambois,61474,Gouffern en Auge
61504,Villebadin,61474,Gouffern en Auge
74110,Entremont,74212,Glières-Val-de-Borne
78023,Arronville,95023,Arronville
78028,Attainville,95028,Attainville
78037,Auvernaux,91037,Auvernaux
78553,Saint-Germain-lès-Corbeil,91553,Saint-Germain-lès-Corbeil
78629,Valpuiseaux,91629,Valpuiseaux
78637,Vauréal,95637,Vauréal
79168,Massais,79063,Val en Vignes
80471,Leforest,80521,Maurepas
89103,Chevillon,89086,Charny Orée de Puisaye
02436,Lombray,02140,Camelin
05175,Vallouise,05101,Vallouise-Pelvoux
07057,Chassagnes,07334,Les Vans
07318,Tauriers,07318,Tauriers
08371,Rubécourt-et-Lamécourt,08053,Bazeilles
14717,Truttemer-le-Grand,14762,Vire Normandie
15068,Faverolles,15108,Val d'Arcomie
16172,Juillaguet,16082,Boisné-La Tude
17456,Vallet,17240,Montendre
20169,Morosaglia,2B169,Morosaglia
20267,Saliceto,2B267,Saliceto
20328,Tox,2B328,Tox
25272,Glainans,25018,Anteuil
27244,Flancourt-Catelon,27085,Flancourt-Crescy-en-Roumois
39276,Lanéria,39209,Épy-Lanéria
39332,Mirebel,39177,Hauteroche
41033,Chambon-sur-Cisse,41142,Valencisse
49013,Auverse,49228,Noyant-Villages
49351,La Tourlandry,49092,Chemillé-en-Anjou
50097,Canville-la-Rocque,50412,Port-Bail-sur-Mer
50114,Les Chambres,50115,Le Grippon
50187,Flottemanville-Hague,50041,La Hague
50501,Saint-Léger,50493,Saint-Jean-des-Champs
51575,Toulon-la-Montagne,51611,Vert-Toulon
52117,Chatoillenot,52189,Le Val-d'Esnoms
52468,Semilly,52468,Semilly
57429,Magny,57463,Metz
61184,Gauville,61167,La Ferté-en-Ouche
65312,Molère,65081,Benqué-Molère
68310,Sigolsheim,68162,Kaysersberg Vignoble
73158,Mognard,73010,Entrelacs
77497,Vieux-Maisons,77421,Saint-Mars-Vieux-Maisons
78060,Bessancourt,95060,Bessancourt
78207,Égly,91207,Égly
78232,La Ferté-Alais,91232,La Ferté-Alais
78249,Forges-les-Bains,91249,Forges-les-Bains
78428,Montmorency,95428,Montmorency
02247,Cugny-lès-Crouttes,02580,Oulchy-le-Château
10244,Montangon,10019,Val-d'Auzon
12173,Noailhac,12076,Conques-en-Rouergue
14212,Cully,14406,Moulins-en-Bessin
14388,Maisoncelles-la-Jourdan,14762,Vire Normandie
14631,Saint-Martin-de-Tallevende,14762,Vire
14636,Saint-Ouen-des-Besaces,14061,Souleuvre en Bocage
16010,Ambleville,16186,Lignières-Ambleville
17371,Saint-Maurice-de-Tavernole,17295,Réaux sur Trèfle
20011,Altagène,2A011,Altagène
20100,Cristinacce,2A100,Cristinacce
20287,Sorio,2B287,Sorio
20290,Speloncato,2B290,Speloncato
20359,Zicavo,2A359,Zicavo
25027,Arguel,25245,Fontain
27225,Les Essarts,27157,Marbois
29242,Rumengol,29053,Le Faou
32011,Artiguedieu,32426,Seissan
46261,Sainte-Croix,46201,Montcuq-en-Quercy-Blanc
47019,Bajamont,47019,Bajamont
49065,Les Hauts d'Anjou,49080,Les Hauts-d'Anjou
49093,Chemiré-sur-Sarthe,49220,Morannes-sur-Sarthe
49157,Le Guédeniau,49018,Baugé-en-Anjou
49197,Meigné-le-Vicomte,49228,Noyant-Villages
50524,Saint-Michel-de-la-Pierre,50550,Saint-Sauveur-Villages
52186,Épinant,52332,Le Val-de-Meuse
52521,Vieux-Moulins,52383,Perrancey-les-Vieux-Moulins
53092,Deux-Évailles,53161,Montsûrs
55525,Vadelaincourt,55525,Vadelaincourt
57420,Loutremange,57150,Condé-Northen
57432,Maizery,57148,Colligny-Maizery
59621,Villers-Campeau,59574,Somain
64333,Lendresse,64396,Mont
66200,Talau,66010,Ayguatébia-Talau
78286,Grigny,91286,Grigny
78345,Longjumeau,91345,Longjumeau
78493,Le Plessis-Luzarches,95493,Le Plessis-Luzarches
78670,Villeneuve-Saint-Georges,94078,Villeneuve-Saint-Georges
79067,Champeaux,79066,Champdeniers-Saint-Denis
86216,Saint-Chartres,86161,Moncontour
89118,Coulanges-la-Vineuse,89118,Coulanges-la-Vineuse
02092,Blérancourdelle,02093,Blérancourt
02147,La Celle-sous-Montmirail,02458,Dhuys et Morin-en-Brie
05088,Montmorin,05024,Valdoule
07252,Saint-Julien-Boutières,07103,Saint-Julien-d'Intres
08042,Balaives-et-Butz,08173,Flize
14109,Brouay,14098,Thue et Mue
14115,Bures-les-Monts,14061,Souleuvre en Bocage
16051,Bonneville,16339,Val-d'Auge
20057,Canale-di-Verde,2B057,Canale-di-Verde
20253,Quasquara,2A253,Quasquara
20336,Valle-di-Mezzana,2A336,Valle-di-Mezzana
23153,Pigerolles,23090,Gentioux-Pigerolles
24556,La Trappe,24263,Mazeyrolles
25260,Le Friolais,25392,Mont-de-Vougney
27262,Fourges,27213,Vexin-sur-Epte
29253,Saint-Marc,29019,Brest
32179,Lagraulas,32462,Vic-Fezensac
37102,Les Essards,37123,Langeais
37215,Saint-Denis-Hors,37003,Amboise
48142,Sainte-Colombe-de-Peyre,48009,Peyre en Aubrac
49051,Brissarthe,49080,Les Hauts-d'Anjou
49098,Chigné,49228,Noyant-Villages
49119,Daumeray,49220,Morannes sur Sarthe-Daumeray
49154,Grézillé,49261,Gennes-Val-de-Loire
49356,Trémont,49373,Lys-Haut-Layon
51189,Courmelois,51571,Val-de-Vesle
52460,Sarcicourt,52251,Jonchery
52477,Sommermont,52118,Chatonrupt-Sommermont
52509,Vaux-sous-Aubigny,52405,Le Montsaugeonnais
55152,Deuxnouds-devant-Beauzée,55040,Beausite
55486,Seraucourt,55040,Beausite
57110,Brettnach,57110,Brettnach
66167,Saillagouse-Llo,66167,Saillagouse
70391,Noroy-lès-Jussey,70292,Jussey
70465,Saint-Julien,70373,La Roche-Morey
71263,Louhans,71263,Louhans
73325,Villette,73006,Aime
74093,Cran-Gevrier,74010,Annecy
76248,Estouteville-Écalles,76146,Buchy
77170,Épisy,77316,Moret Loing et Orvanne
78100,Bouville,91100,Bouville
78371,Marly-la-Ville,95371,Marly-la-Ville
79068,Chantecorps,79105,Les Châteliers
79143,Les Jumeaux,79016,Assais-les-Jumeaux
01312,Pressiat,01426,Val-Revermont
05125,Romette,05061,Gap
08007,Les Alleux,08116,Bairon et ses environs
12279,La Terrisse,12223,Argences en Aubrac
14048,Baynes,14614,Sainte-Marguerite-d'Elle
14065,Bernières-le-Patry,14726,Valdallière
14217,Dampierre,14672,Val de Drôme
15197,Saint-Marc,15108,Val d'Arcomie
20031,Bastelica,2A031,Bastelica
25023,Arcier,25575,Vaire-Arcier
25587,Vauchamps,25078,Bouclans
27250,Fontaine-Heudebourg,27191,Clef Vallée d'Eure
27272,Les Frétils,27096,Les Bottereaux
27362,Landepéreuse,27049,Mesnil-en-Ouche
33455,Saint-Nazaire,33378,Saint-Avit-Saint-Nazaire
35048,Campel,35168,Val d'Anast
35129,Guipry,35176,Guipry-Messac
46275,Saint-Martin-de-Vers,46252,Les Pechs du Vers
48125,Le Recoux,48094,Massegros Causses Gorges
49300,Saint-Lézin,49092,Chemillé-en-Anjou
49315,Saint-Quentin-lès-Beaurepaire,49018,Baugé-en-Anjou
50057,Biville,50041,La Hague
50424,Rancoudray,50456,Saint-Clément-Rancoudray
52009,Andilly-en-Bassigny,52009,Andilly-en-Bassigny
53004,Ampoigné,53124,Prée-d'Anjou
55529,Varney,55366,Val-d'Ornain
57699,Vaudoncourt,57695,Varize
59095,Bourbourg-Campagne,59094,Bourbourg
61119,Corubert,61309,Perche en Nocé
61449,Saint-Pierre-la-Rivière,61474,Gouffern en Auge
62098,Beaumont,62427,Hénin-Beaumont
73198,La Perrière,73227,Courchevel
75068,Saint-Maur-des-Fossés,94068,Saint-Maur-des-Fossés
76073,Belleville-sur-Mer,76618,Petit-Caux
78129,Cerny,91129,Cerny
78456,Noisy-sur-Oise,95456,Noisy-sur-Oise
79033,Belleville,79078,Plaine-d'Argenson
80564,Montmarquet,80456,Lafresguimont-Saint-Martin
81107,Guitalens,81132,Guitalens-L'Albarède
86212,Rossay,86137,Loudun
89260,Molesmes,89405,Les Hauts de Forterre
04153,Le Poil,04204,Senez
14420,Le Mesnil-Germain,14371,Livarot-Pays-d'Auge
16376,Suris,16192,Terres-de-Haute-Charente
20043,Brando,2B043,Brando
24560,Urval,24560,Urval
25509,Routelle,25438,Osselle-Routelle
28266,Montlouet,28168,Gallardon
39012,Antorpe,25527,Saint-Vit
39506,Savigna,39290,Valzin en Petite Montagne
42258,Saint-Martin-en-Coailleux,42207,Saint-Chamond
46110,Fontanes-du-Causse,46138,Cœur de Causse
48078,Lachamp,48126,Lachamp-Ribennes
49085,La Chaussaire,49218,Montrevault-sur-Èvre
49145,Le Fuilet,49218,Montrevault-sur-Èvre
49366,Vergonnes,49248,Ombrée d'Anjou
52037,Bannes,52037,Bannes
52297,Luzy-sur-Marne,52297,Luzy-sur-Marne
52495,Trémilly,52495,Trémilly
57523,Ogy,57482,Ogy-Montoy-Flanville
60467,Notre-Dame-du-Thil,60057,Beauvais
61471,Sérigny,61196,Belforêt-en-Perche
61477,Survie,61474,Gouffern en Auge
70365,Mont-le-Frânois,70252,Framont
72288,Saint-Hilaire-le-Lierru,72363,Tuffé Val de la Chéronne
73165,Mont-Denis,73250,Saint-Julien-Mont-Denis
78430,Montsoult,95430,Montsoult
78612,Le Thillay,95612,Le Thillay
01168,Genay,69278,Genay
02113,Branges,02022,Arcy-Sainte-Restitue
08213,La Hardoye,08366,Rocquigny-la-Hardoye
11298,Pradelles-en-Val,11251,Val-de-Dagne
14600,Saint-Julien-le-Faucon,14431,Mézidon Vallée d'Auge
14633,Saint-Martin-du-Mesnil-Oury,14371,Livarot-Pays-d'Auge
20017,Appietto,2A017,Appietto
20103,Cuttoli-Corticchiato,2A103,Cuttoli-Corticchiato
20139,Lecci,2A139,Lecci
22336,Servel,22113,Lannion
24017,Auriac-de-Bourzac,24303,Nanteuil-Auriac-de-Bourzac
24431,Saint-Julien-de-Crempse,24259,Eyraud-Crempse-Maurens
26187,Molières-Glandaz,26001,Solaure en Diois
27296,Granchain,27049,Mesnil-en-Ouche
27549,Saint-Germain-Village,27467,Pont-Audemer
38502,Ternay,69297,Ternay
42309,Terrenoire,42218,Saint-Étienne
44040,Chéméré,44005,Chaumes-en-Retz
48062,Fontanes,48105,Naussac-Fontanes
49039,Bourgneuf-en-Mauges,49244,Mauges-sur-Loire
52225,Goncourt,52064,Bourmont-entre-Meuse-et-Mouzon
68319,Spechbach-le-Bas,68320,Spechbach
71414,Saint-Forgeot,71414,Saint-Forgeot
71528,Sornay,71528,Sornay
73174,Montrond,73013,Albiez-Montrond
75048,Montreuil,93048,Montreuil
76742,Villequier,76164,Rives-en-Seine
78482,Pecqueuse,91482,Pecqueuse
80286,Estouilly,80410,Ham
85075,Croix-de-Vie,85222,Saint-Gilles-Croix-de-Vie
87010,Beaune-les-Mines,87085,Limoges
01086,Charancin,01036,Valromey-sur-Séran
01144,Dommartin,01025,Bâgé-Dommartin
01287,Passin,01079,Champagne-en-Valromey
04238,Vilhosc,04075,Entrepierres
08266,Mainbressy,08366,Rocquigny
10038,Bercenay-le-Hayer,10038,Bercenay-le-Hayer
12271,Sévérac-l'Église,12120,Laissac-Sévérac l'Église
14356,Lasson,14543,Rots
15109,Loupiac,15153,Pleaux
15171,Sainte-Anastasie,15141,Neussargues en Pinatelle
16159,Graves,16297,Graves-Saint-Amant
20360,Zigliara,2A360,Zigliara
21654,Vantoux-lès-Dijon,21408,Messigny-et-Vantoux
22253,Pouldouran,22264,La Roche-Jaudy
23126,Masbaraud-Mérignat,23189,Saint-Dizier-Masbaraud
24065,Breuilh,24312,Sanilhac
33495,Salignac,33018,Val de Virvée
49229,Noyant-la-Gravoyère,49331,Segré-en-Anjou Bleu
49321,Saint-Sigismond,49160,Ingrandes-le-Fresne-sur-Loire
49327,Saulgé-l'Hôpital,49050,Brissac Loire Aubance
50071,Braffais,50535,Le Parc
50284,Macey,50410,Pontorson
50558,Saint-Symphorien-le-Valois,50236,La Haye
50611,Urville-Nacqueville,50041,La Hague
51096,Bussy-aux-Bois,51270,Gigny-Bussy
51331,Louvois,51564,Val de Livre
52103,Champigny-sous-Varennes,52103,Champigny-sous-Varennes
59644,Warneton-Sud,59643,Warneton
68048,Bourtzwiller,68224,Mulhouse
72116,Dissé-sous-Ballon,72189,Marolles-les-Braults
73134,Hauteville-Gondon,73054,Bourg-Saint-Maurice
75034,Fresnes,94034,Fresnes
76137,Bracquemont,76618,Petit-Caux
78610,Théméricourt,95610,Théméricourt
78682,Villiers-le-Sec,95682,Villiers-le-Sec
80363,Frettemolle,80436,Hescamps
85084,Essarts en Bocage,85084,Essarts-en-Bocage
85271,Saint-Sulpice-en-Pareds,85292,Rives-du-Fougerais
89078,Champvallon,89003,Montholon
89294,Perreux,89086,Charny Orée de Puisaye
89343,Saint-Denis-sur-Ouanne,89086,Charny Orée de Puisaye
01018,Arlod,01033,Bellegarde-sur-Valserine
01455,Volognat,01267,Nurieux-Volognat
02611,Pont-à-Bucy,02559,Nouvion-et-Catillon
08443,Terron-sur-Aisne,08490,Vouziers
14105,La Brévière,14576,Val-de-Vie
14525,Putot-en-Bessin,14098,Thue et Mue
14612,Saint-Marc-d'Ouilly,14764,Pont-d'Ouilly
14617,Sainte-Marie-aux-Anglais,14431,Mézidon Vallée d'Auge
14618,Sainte-Marie-Laumont,14061,Souleuvre en Bocage
14632,Saint-Martin-Don,14061,Souleuvre en Bocage
15035,Chalinargues,15141,Neussargues en Pinatelle
